id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,city,state,notes
SMU06311002023700001,2021-12-30,2021-12-30,"All Employees: Construction: Heavy and Civil Engineering Construction in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311002023700001A,2021-12-30,2021-12-30,"All Employees: Construction: Heavy and Civil Engineering Construction in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:05-05,1,1,Los Angeles,CA,
SMU06311002023700001SA,2021-12-30,2021-12-30,"All Employees: Construction: Heavy and Civil Engineering Construction in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311002023800001,2021-12-30,2021-12-30,"All Employees: Construction: Specialty Trade Contractors in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311002023800001A,2021-12-30,2021-12-30,"All Employees: Construction: Specialty Trade Contractors in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:05-05,1,1,Los Angeles,CA,
SMU06311002023800001SA,2021-12-30,2021-12-30,"All Employees: Construction: Specialty Trade Contractors in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003000000001A,2021-12-30,2021-12-30,"All Employees: Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:04-05,1,1,Los Angeles,CA,
SMU06311003100000001,2021-12-30,2021-12-30,"All Employees: Manufacturing: Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003100000001A,2021-12-30,2021-12-30,"All Employees: Manufacturing: Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:04-05,1,1,Los Angeles,CA,
SMU06311003100000001SA,2021-12-30,2021-12-30,"All Employees: Manufacturing: Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003133200001,2021-12-30,2021-12-30,"All Employees: Durable Goods: Fabricated Metal Product Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003133200001A,2021-12-30,2021-12-30,"All Employees: Durable Goods: Fabricated Metal Product Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:04-05,1,1,Los Angeles,CA,
SMU06311003133200001SA,2021-12-30,2021-12-30,"All Employees: Durable Goods: Fabricated Metal Product Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003133300001,2021-12-30,2021-12-30,"All Employees: Durable Goods: Machinery Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003133300001A,2021-12-30,2021-12-30,"All Employees: Durable Goods: Machinery Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:04-05,1,1,Los Angeles,CA,
SMU06311003133300001SA,2021-12-30,2021-12-30,"All Employees: Durable Goods: Machinery Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003133400001,2021-12-30,2021-12-30,"All Employees: Durable Goods: Computer and Electronic Product Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003133400001A,2021-12-30,2021-12-30,"All Employees: Durable Goods: Computer and Electronic Product Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:04-05,1,1,Los Angeles,CA,
SMU06311003133400001SA,2021-12-30,2021-12-30,"All Employees: Durable Goods: Computer and Electronic Product Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003133450001,2021-12-30,2021-12-30,"All Employees: Durable Goods: Navigational, Measuring, Electromedical, and Control Instruments Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003133450001A,2021-12-30,2021-12-30,"All Employees: Durable Goods: Navigational, Measuring, Electromedical, and Control Instruments Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:03-05,1,1,Los Angeles,CA,
SMU06311003133450001SA,2021-12-30,2021-12-30,"All Employees: Durable Goods: Navigational, Measuring, Electromedical, and Control Instruments Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003133600001,2021-12-30,2021-12-30,"All Employees: Durable Goods: Transportation Equipment Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003133600001A,2021-12-30,2021-12-30,"All Employees: Durable Goods: Transportation Equipment Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:03-05,1,1,Los Angeles,CA,
SMU06311003133600001SA,2021-12-30,2021-12-30,"All Employees: Durable Goods: Transportation Equipment Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:19-06,0,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003133640001,2021-12-30,2021-12-30,"All Employees: Durable Goods: Aerospace Product and Parts Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-02-02 01:20:17-06,1,1,Los Angeles,CA,
SMU06311003133640001A,2021-12-30,2021-12-30,"All Employees: Durable Goods: Aerospace Product and Parts Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2012-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-02-02 01:20:17-06,1,1,Los Angeles,CA,
SMU06311003133640001SA,2021-12-30,2021-12-30,"All Employees: Durable Goods: Aerospace Product and Parts Manufacturing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2014-02-02 08:12:22-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311003200000001,2021-12-30,2021-12-30,"All Employees: Manufacturing: Non-Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:19-06,1,1,Los Angeles,CA,
SMU06311003200000001A,2021-12-30,2021-12-30,"All Employees: Manufacturing: Non-Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:03-05,1,1,Los Angeles,CA,
SMU06311003200000001SA,2021-12-30,2021-12-30,"All Employees: Manufacturing: Non-Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:18-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311004000000001A,2021-12-30,2021-12-30,"All Employees: Trade, Transportation, and Utilities in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:03-05,1,1,Los Angeles,CA,
SMU06311004100000001,2021-12-30,2021-12-30,"All Employees: Wholesale Trade in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:18-06,1,1,Los Angeles,CA,
SMU06311004100000001A,2021-12-30,2021-12-30,"All Employees: Wholesale Trade in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:03-05,0,1,Los Angeles,CA,
SMU06311004100000001SA,2021-12-30,2021-12-30,"All Employees: Wholesale Trade in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:18-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311004142300001,2021-12-30,2021-12-30,"All Employees: Wholesale Trade: Merchant Wholesalers, Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:18-06,1,1,Los Angeles,CA,
SMU06311004142300001A,2021-12-30,2021-12-30,"All Employees: Wholesale Trade: Merchant Wholesalers, Durable Goods in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:03-05,0,1,Los Angeles,CA,
