code,county,MSA Code,msa,MSA Type,CSA Code,CSA Title
22023,"Cameron Parish, Louisiana",C2934,"Lake Charles, LA",Metro,,
22025,"Catahoula Parish, Louisiana",,,,,
22027,"Claiborne Parish, Louisiana",,,,,
22029,"Concordia Parish, Louisiana",C3502,"Natchez, MS-LA",Micro,,
22031,"De Soto Parish, Louisiana",C4334,"Shreveport-Bossier City, LA",Metro,,
22033,"East Baton Rouge Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22035,"East Carroll Parish, Louisiana",,,,,
22037,"East Feliciana Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22039,"Evangeline Parish, Louisiana",,,,,
22041,"Franklin Parish, Louisiana",,,,,
22043,"Grant Parish, Louisiana",C1078,"Alexandria, LA",Metro,,
22045,"Iberia Parish, Louisiana",C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22047,"Iberville Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22049,"Jackson Parish, Louisiana",,,,,
22051,"Jefferson Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22053,"Jefferson Davis Parish, Louisiana",,,,,
22055,"Lafayette Parish, Louisiana",C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22057,"Lafourche Parish, Louisiana",C2638,"Houma-Thibodaux, LA",Metro,,
22059,"LaSalle Parish, Louisiana",,,,,
22061,"Lincoln Parish, Louisiana",C4082,"Ruston, LA",Micro,CS384,"Monroe-Ruston-Bastrop, LA"
22063,"Livingston Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22065,"Madison Parish, Louisiana",,,,,
22067,"Morehouse Parish, Louisiana",C1282,"Bastrop, LA",Micro,CS384,"Monroe-Ruston-Bastrop, LA"
22069,"Natchitoches Parish, Louisiana",C3506,"Natchitoches, LA",Micro,,
22071,"Orleans Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22073,"Ouachita Parish, Louisiana",C3374,"Monroe, LA",Metro,CS384,"Monroe-Ruston-Bastrop, LA"
22075,"Plaquemines Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22077,"Pointe Coupee Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22079,"Rapides Parish, Louisiana",C1078,"Alexandria, LA",Metro,,
22081,"Red River Parish, Louisiana",,,,,
22083,"Richland Parish, Louisiana",,,,,
22085,"Sabine Parish, Louisiana",,,,,
22087,"St. Bernard Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22089,"St. Charles Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22091,"St. Helena Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22093,"St. James Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22095,"St. John the Baptist Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22097,"St. Landry Parish, Louisiana",C3666,"Opelousas, LA",Micro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22099,"St. Martin Parish, Louisiana",C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22101,"St. Mary Parish, Louisiana",C3402,"Morgan City, LA",Micro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22103,"St. Tammany Parish, Louisiana",C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22105,"Tangipahoa Parish, Louisiana",C2522,"Hammond, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22107,"Tensas Parish, Louisiana",,,,,
22109,"Terrebonne Parish, Louisiana",C2638,"Houma-Thibodaux, LA",Metro,,
22111,"Union Parish, Louisiana",C3374,"Monroe, LA",Metro,CS384,"Monroe-Ruston-Bastrop, LA"
22113,"Vermilion Parish, Louisiana",C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22115,"Vernon Parish, Louisiana",C2286,"Fort Polk South, LA",Micro,CS217,"DeRidder-Fort Polk South, LA"
22117,"Washington Parish, Louisiana",C1422,"Bogalusa, LA",Micro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22119,"Webster Parish, Louisiana",C4334,"Shreveport-Bossier City, LA",Metro,,
22121,"West Baton Rouge Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22123,"West Carroll Parish, Louisiana",,,,,
22125,"West Feliciana Parish, Louisiana",C1294,"Baton Rouge, LA",Metro,,
22127,"Winn Parish, Louisiana",,,,,
23001,"Androscoggin County, Maine",C3034,"Lewiston-Auburn, ME",Metro,CS438,"Portland-Lewiston-South Portland, ME"
23003,"Aroostook County, Maine",,,,,
23005,"Cumberland County, Maine",C3886,"Portland-South Portland, ME",Metro,CS438,"Portland-Lewiston-South Portland, ME"
23007,"Franklin County, Maine",,,,,
23009,"Hancock County, Maine",,,,,
23011,"Kennebec County, Maine",C1230,"Augusta-Waterville, ME",Micro,,
23013,"Knox County, Maine",,,,,
23015,"Lincoln County, Maine",,,,,
23017,"Oxford County, Maine",,,,,
23019,"Penobscot County, Maine",C1262,"Bangor, ME",Metro,,
23021,"Piscataquis County, Maine",,,,,
23023,"Sagadahoc County, Maine",C3886,"Portland-South Portland, ME",Metro,CS438,"Portland-Lewiston-South Portland, ME"
23025,"Somerset County, Maine",,,,,
23027,"Waldo County, Maine",,,,,
23029,"Washington County, Maine",,,,,
23031,"York County, Maine",C3886,"Portland-South Portland, ME",Metro,CS438,"Portland-Lewiston-South Portland, ME"
24001,"Allegany County, Maryland",C1906,"Cumberland, MD-WV",Metro,,
24003,"Anne Arundel County, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24005,"Baltimore County, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24009,"Calvert County, Maryland",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24011,"Caroline County, Maryland",,,,,
24013,"Carroll County, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24015,"Cecil County, Maryland",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
24017,"Charles County, Maryland",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24019,"Dorchester County, Maryland",C1570,"Cambridge, MD",Micro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24021,"Frederick County, Maryland",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24023,"Garrett County, Maryland",,,,,
24025,"Harford County, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24027,"Howard County, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24029,"Kent County, Maryland",,,,,
24031,"Montgomery County, Maryland",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24033,"Prince George's County, Maryland",C4790,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24035,"Queen Anne's County, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24037,"St. Mary's County, Maryland",C1568,"California-Lexington Park, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24039,"Somerset County, Maryland",C4154,"Salisbury, MD-DE",Metro,,
24041,"Talbot County, Maryland",C2066,"Easton, MD",Micro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24043,"Washington County, Maryland",C2518,"Hagerstown-Martinsburg, MD-WV",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
24045,"Wicomico County, Maryland",C4154,"Salisbury, MD-DE",Metro,,
24047,"Worcester County, Maryland",C4154,"Salisbury, MD-DE",Metro,,
24510,"Baltimore City, Maryland",C1258,"Baltimore-Columbia-Towson, MD",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
25001,"Barnstable County, Massachusetts",C1270,"Barnstable Town, MA",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25003,"Berkshire County, Massachusetts",C3834,"Pittsfield, MA",Metro,,
25005,"Bristol County, Massachusetts",C3930,"Providence-Warwick, RI-MA",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25007,"Dukes County, Massachusetts",C4724,"Vineyard Haven, MA",Micro,,
25009,"Essex County, Massachusetts",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25011,"Franklin County, Massachusetts",C2464,"Greenfield Town, MA",Micro,CS521,"Springfield-Greenfield Town, MA"
25013,"Hampden County, Massachusetts",C4414,"Springfield, MA",Metro,CS521,"Springfield-Greenfield Town, MA"
25015,"Hampshire County, Massachusetts",C4414,"Springfield, MA",Metro,CS521,"Springfield-Greenfield Town, MA"
25017,"Middlesex County, Massachusetts",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25019,"Nantucket County, Massachusetts",,,,,
25021,"Norfolk County, Massachusetts",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25023,"Plymouth County, Massachusetts",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25025,"Suffolk County, Massachusetts",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
25027,"Worcester County, Massachusetts",C4934,"Worcester, MA-CT",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
26001,"Alcona County, Michigan",,,,,
26003,"Alger County, Michigan",,,,,
26005,"Allegan County, Michigan",C2609,"Holland, MI",Micro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26007,"Alpena County, Michigan",C1098,"Alpena, MI",Micro,,
26009,"Antrim County, Michigan",,,,,
26011,"Arenac County, Michigan",,,,,
26013,"Baraga County, Michigan",,,,,
26015,"Barry County, Michigan",C2434,"Grand Rapids-Wyoming, MI",Metro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26017,"Bay County, Michigan",C1302,"Bay City, MI",Metro,CS474,"Saginaw-Midland-Bay City, MI"
26019,"Benzie County, Michigan",C4590,"Traverse City, MI",Micro,,
26021,"Berrien County, Michigan",C3566,"Niles-Benton Harbor, MI",Metro,CS515,"South Bend-Elkhart-Mishawaka, IN-MI"
26023,"Branch County, Michigan",C1774,"Coldwater, MI",Micro,,
26025,"Calhoun County, Michigan",C1298,"Battle Creek, MI",Metro,CS310,"Kalamazoo-Battle Creek-Portage, MI"
26027,"Cass County, Michigan",C4378,"South Bend-Mishawaka, IN-MI",Metro,CS515,"South Bend-Elkhart-Mishawaka, IN-MI"
26029,"Charlevoix County, Michigan",,,,,
26031,"Cheboygan County, Michigan",,,,,
26033,"Chippewa County, Michigan",C4230,"Sault Ste. Marie, MI",Micro,,
26035,"Clare County, Michigan",,,,,
26037,"Clinton County, Michigan",C2962,"Lansing-East Lansing, MI",Metro,CS330,"Lansing-East Lansing-Owosso, MI"
26039,"Crawford County, Michigan",,,,,
26041,"Delta County, Michigan",C2154,"Escanaba, MI",Micro,,
26043,"Dickinson County, Michigan",C2702,"Iron Mountain, MI-WI",Micro,,
26045,"Eaton County, Michigan",C2962,"Lansing-East Lansing, MI",Metro,CS330,"Lansing-East Lansing-Owosso, MI"
26047,"Emmet County, Michigan",,,,,
26049,"Genesee County, Michigan",C2242,"Flint, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26051,"Gladwin County, Michigan",,,,,
26053,"Gogebic County, Michigan",,,,,
26055,"Grand Traverse County, Michigan",C4590,"Traverse City, MI",Micro,,
26057,"Gratiot County, Michigan",C1094,"Alma, MI",Micro,CS394,"Mount Pleasant-Alma, MI"
26059,"Hillsdale County, Michigan",C2588,"Hillsdale, MI",Micro,,
26061,"Houghton County, Michigan",C2634,"Houghton, MI",Micro,,
26063,"Huron County, Michigan",,,,,
26065,"Ingham County, Michigan",C2962,"Lansing-East Lansing, MI",Metro,CS330,"Lansing-East Lansing-Owosso, MI"
26067,"Ionia County, Michigan",C2696,"Ionia, MI",Micro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26069,"Iosco County, Michigan",,,,,
26071,"Iron County, Michigan",,,,,
26073,"Isabella County, Michigan",C3438,"Mount Pleasant, MI",Micro,CS394,"Mount Pleasant-Alma, MI"
26075,"Jackson County, Michigan",C2710,"Jackson, MI",Metro,,
26077,"Kalamazoo County, Michigan",C2802,"Kalamazoo-Portage, MI",Metro,CS310,"Kalamazoo-Battle Creek-Portage, MI"
26079,"Kalkaska County, Michigan",C4590,"Traverse City, MI",Micro,,
26081,"Kent County, Michigan",C2434,"Grand Rapids-Wyoming, MI",Metro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26083,"Keweenaw County, Michigan",C2634,"Houghton, MI",Micro,,
26085,"Lake County, Michigan",,,,,
26087,"Lapeer County, Michigan",C1982,"Detroit-Warren-Dearborn, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26089,"Leelanau County, Michigan",C4590,"Traverse City, MI",Micro,,
26091,"Lenawee County, Michigan",C1030,"Adrian, MI",Micro,CS220,"Detroit-Warren-Ann Arbor, MI"
26093,"Livingston County, Michigan",C1982,"Detroit-Warren-Dearborn, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26095,"Luce County, Michigan",,,,,
26097,"Mackinac County, Michigan",,,,,
26099,"Macomb County, Michigan",C1982,"Detroit-Warren-Dearborn, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26101,"Manistee County, Michigan",,,,,
26103,"Marquette County, Michigan",C3210,"Marquette, MI",Micro,,
26105,"Mason County, Michigan",C3122,"Ludington, MI",Micro,,
26107,"Mecosta County, Michigan",C1366,"Big Rapids, MI",Micro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26109,"Menominee County, Michigan",C3194,"Marinette, WI-MI",Micro,,
26111,"Midland County, Michigan",C3322,"Midland, MI",Metro,CS474,"Saginaw-Midland-Bay City, MI"
26113,"Missaukee County, Michigan",C1562,"Cadillac, MI",Micro,,
26115,"Monroe County, Michigan",C3378,"Monroe, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26117,"Montcalm County, Michigan",C2434,"Grand Rapids-Wyoming, MI",Metro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26119,"Montmorency County, Michigan",,,,,
26121,"Muskegon County, Michigan",C3474,"Muskegon, MI",Metro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26123,"Newaygo County, Michigan",,,,,
26125,"Oakland County, Michigan",C1982,"Detroit-Warren-Dearborn, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26127,"Oceana County, Michigan",,,,,
26129,"Ogemaw County, Michigan",,,,,
26131,"Ontonagon County, Michigan",,,,,
26133,"Osceola County, Michigan",,,,,
26135,"Oscoda County, Michigan",,,,,
26137,"Otsego County, Michigan",,,,,
26139,"Ottawa County, Michigan",C2434,"Grand Rapids-Wyoming, MI",Metro,CS266,"Grand Rapids-Wyoming-Muskegon, MI"
26141,"Presque Isle County, Michigan",,,,,
26143,"Roscommon County, Michigan",,,,,
26145,"Saginaw County, Michigan",C4098,"Saginaw, MI",Metro,CS474,"Saginaw-Midland-Bay City, MI"
26147,"St. Clair County, Michigan",C1982,"Detroit-Warren-Dearborn, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26149,"St. Joseph County, Michigan",C4478,"Sturgis, MI",Micro,CS310,"Kalamazoo-Battle Creek-Portage, MI"
26151,"Sanilac County, Michigan",,,,,
26153,"Schoolcraft County, Michigan",,,,,
26155,"Shiawassee County, Michigan",C3702,"Owosso, MI",Micro,CS330,"Lansing-East Lansing-Owosso, MI"
26157,"Tuscola County, Michigan",,,,,
26159,"Van Buren County, Michigan",C2802,"Kalamazoo-Portage, MI",Metro,CS310,"Kalamazoo-Battle Creek-Portage, MI"
26161,"Washtenaw County, Michigan",C1146,"Ann Arbor, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26163,"Wayne County, Michigan",C1982,"Detroit-Warren-Dearborn, MI",Metro,CS220,"Detroit-Warren-Ann Arbor, MI"
26165,"Wexford County, Michigan",C1562,"Cadillac, MI",Micro,,
27001,"Aitkin County, Minnesota",,,,,
27003,"Anoka County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27005,"Becker County, Minnesota",,,,,
27007,"Beltrami County, Minnesota",C1342,"Bemidji, MN",Micro,,
27009,"Benton County, Minnesota",C4106,"St. Cloud, MN",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27011,"Big Stone County, Minnesota",,,,,
27013,"Blue Earth County, Minnesota",C3186,"Mankato-North Mankato, MN",Metro,CS359,"Mankato-New Ulm-North Mankato, MN"
27015,"Brown County, Minnesota",C3558,"New Ulm, MN",Micro,CS359,"Mankato-New Ulm-North Mankato, MN"
27017,"Carlton County, Minnesota",C2026,"Duluth, MN-WI",Metro,,
27019,"Carver County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27021,"Cass County, Minnesota",C1466,"Brainerd, MN",Micro,,
27023,"Chippewa County, Minnesota",,,,,
27025,"Chisago County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27027,"Clay County, Minnesota",C2202,"Fargo, ND-MN",Metro,CS244,"Fargo-Wahpeton, ND-MN"
27029,"Clearwater County, Minnesota",,,,,
27031,"Cook County, Minnesota",,,,,
27033,"Cottonwood County, Minnesota",,,,,
27035,"Crow Wing County, Minnesota",C1466,"Brainerd, MN",Micro,,
27037,"Dakota County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27039,"Dodge County, Minnesota",C4034,"Rochester, MN",Metro,CS462,"Rochester-Austin, MN"
27041,"Douglas County, Minnesota",C1082,"Alexandria, MN",Micro,,
27043,"Faribault County, Minnesota",,,,,
27045,"Fillmore County, Minnesota",C4034,"Rochester, MN",Metro,CS462,"Rochester-Austin, MN"
27047,"Freeborn County, Minnesota",C1066,"Albert Lea, MN",Micro,,
27049,"Goodhue County, Minnesota",C3986,"Red Wing, MN",Micro,CS378,"Minneapolis-St. Paul, MN-WI"
27051,"Grant County, Minnesota",,,,,
27053,"Hennepin County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27055,"Houston County, Minnesota",C2910,"La Crosse-Onalaska, WI-MN",Metro,,
27057,"Hubbard County, Minnesota",,,,,
27059,"Isanti County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27061,"Itasca County, Minnesota",,,,,
27063,"Jackson County, Minnesota",,,,,
27065,"Kanabec County, Minnesota",,,,,
27067,"Kandiyohi County, Minnesota",C4882,"Willmar, MN",Micro,,
27069,"Kittson County, Minnesota",,,,,
27071,"Koochiching County, Minnesota",,,,,
27073,"Lac qui Parle County, Minnesota",,,,,
27075,"Lake County, Minnesota",,,,,
27077,"Lake of the Woods County, Minnesota",,,,,
27079,"Le Sueur County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27081,"Lincoln County, Minnesota",,,,,
27083,"Lyon County, Minnesota",C3214,"Marshall, MN",Micro,,
27085,"McLeod County, Minnesota",C2678,"Hutchinson, MN",Micro,CS378,"Minneapolis-St. Paul, MN-WI"
27087,"Mahnomen County, Minnesota",,,,,
27089,"Marshall County, Minnesota",,,,,
27091,"Martin County, Minnesota",,,,,
27093,"Meeker County, Minnesota",,,,,
27095,"Mille Lacs County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27097,"Morrison County, Minnesota",,,,,
27099,"Mower County, Minnesota",C1238,"Austin, MN",Micro,CS462,"Rochester-Austin, MN"
27101,"Murray County, Minnesota",,,,,
27103,"Nicollet County, Minnesota",C3186,"Mankato-North Mankato, MN",Metro,CS359,"Mankato-New Ulm-North Mankato, MN"
27105,"Nobles County, Minnesota",C4938,"Worthington, MN",Micro,,
27107,"Norman County, Minnesota",,,,,
27109,"Olmsted County, Minnesota",C4034,"Rochester, MN",Metro,CS462,"Rochester-Austin, MN"
27111,"Otter Tail County, Minnesota",C2226,"Fergus Falls, MN",Micro,,
27113,"Pennington County, Minnesota",,,,,
27115,"Pine County, Minnesota",,,,,
27117,"Pipestone County, Minnesota",,,,,
27119,"Polk County, Minnesota",C2422,"Grand Forks, ND-MN",Metro,,
27121,"Pope County, Minnesota",,,,,
27123,"Ramsey County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27125,"Red Lake County, Minnesota",,,,,
27127,"Redwood County, Minnesota",,,,,
27129,"Renville County, Minnesota",,,,,
27131,"Rice County, Minnesota",C2206,"Faribault-Northfield, MN",Micro,CS378,"Minneapolis-St. Paul, MN-WI"
27133,"Rock County, Minnesota",,,,,
27135,"Roseau County, Minnesota",,,,,
27137,"St. Louis County, Minnesota",C2026,"Duluth, MN-WI",Metro,,
27139,"Scott County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27141,"Sherburne County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27143,"Sibley County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27145,"Stearns County, Minnesota",C4106,"St. Cloud, MN",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27147,"Steele County, Minnesota",C3694,"Owatonna, MN",Micro,,
27149,"Stevens County, Minnesota",,,,,
27151,"Swift County, Minnesota",,,,,
27153,"Todd County, Minnesota",,,,,
27155,"Traverse County, Minnesota",,,,,
27157,"Wabasha County, Minnesota",C4034,"Rochester, MN",Metro,CS462,"Rochester-Austin, MN"
27159,"Wadena County, Minnesota",,,,,
27161,"Waseca County, Minnesota",,,,,
27163,"Washington County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
27165,"Watonwan County, Minnesota",,,,,
27167,"Wilkin County, Minnesota",C4742,"Wahpeton, ND-MN",Micro,CS244,"Fargo-Wahpeton, ND-MN"
27169,"Winona County, Minnesota",C4910,"Winona, MN",Micro,,
27171,"Wright County, Minnesota",C3346,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,CS378,"Minneapolis-St. Paul, MN-WI"
