id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,city,msa_state
RPPALL34820,2022-01-02,2022-01-02,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2008-01-01,2020-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2021-12-14 11:01:10-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

The term ""all items"" refers to all the detailed consumption goods and services used in the estimation of the RPPs. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.",Myrtle Beach,SC
RPPGOOD34820,2022-01-02,2022-01-02,"Regional Price Parities: Goods for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2008-01-01,2020-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2021-12-14 10:59:02-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

Goods refer to durable and nondurable consumption goods used in the estimation of the RPPs. Goods categories include apparel, education, food, housing, medical, recreation, transportation, and other goods. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.",Myrtle Beach,SC
RPPSERVEOTH34820,2022-01-02,2022-01-02,"Regional Price Parities: Services: Other for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2008-01-01,2020-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2021-12-14 11:01:51-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

Other services refer to services consumption products, except rents, that are used in the estimation of the RPPs. Other services categories include education, food, housing, medical, recreation, transportation, and other services. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.",Myrtle Beach,SC
RPPSERVERENT34820,2022-01-02,2022-01-02,"Regional Price Parities: Services: Rents for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2008-01-01,2020-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2021-12-14 10:58:45-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

Rents RPPs are estimated only for observed tenants' rents and do not include imputed owner-occupied rent values. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.",Myrtle Beach,SC
SMS45348200000000001,2022-01-02,2022-01-02,"All Employees: Total Nonfarm in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2018-02-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2018-03-23 16:24:25-05,1,1,,Myrtle Beach,SC
SMS45348200000000026,2022-01-02,2022-01-02,"All Employees: Total Nonfarm in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-04-01,2021-11-01,Monthly,M,"3-Month Average Change, Thousands of Persons","3-month Average Chg., Thous. of Persons",Seasonally Adjusted,SA,2021-12-17 15:48:54-06,1,1,,Myrtle Beach,SC
SMU45348200000000001A,2022-01-02,2022-01-02,"All Employees: Total Nonfarm in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:21:25-05,0,1,,Myrtle Beach,SC
SMU45348200500000001,2022-01-02,2022-01-02,"All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:53:23-06,1,1,,Myrtle Beach,SC
SMU45348200500000001A,2022-01-02,2022-01-02,"All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:51:18-05,0,1,,Myrtle Beach,SC
SMU45348200500000001SA,2022-01-02,2022-01-02,"All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 16:07:29-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45348200500000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
SMU45348200500000002,2022-01-02,2022-01-02,"Average Weekly Hours of All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2007-01-01,2021-11-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-12-17 14:53:22-06,1,1,,Myrtle Beach,SC
SMU45348200500000002A,2022-01-02,2022-01-02,"Average Weekly Hours of All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2007-01-01,2020-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:21:25-05,1,1,,Myrtle Beach,SC
SMU45348200500000002SA,2022-01-02,2022-01-02,"Average Weekly Hours of All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2007-01-01,2021-11-01,Monthly,M,Hours per Week,Hours per Week,Seasonally Adjusted,SA,2021-12-17 16:07:29-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45348200500000002).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
SMU45348200500000003,2022-01-02,2022-01-02,"Average Hourly Earnings of All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2007-01-01,2021-11-01,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-12-17 14:53:22-06,1,1,,Myrtle Beach,SC
SMU45348200500000003A,2022-01-02,2022-01-02,"Average Hourly Earnings of All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-03-15 17:51:18-05,0,1,,Myrtle Beach,SC
SMU45348200500000003SA,2022-01-02,2022-01-02,"Average Hourly Earnings of All Employees: Total Private in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",2007-01-01,2021-11-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2021-12-17 16:07:29-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU45348200500000003).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Myrtle Beach,SC
